,Company ID,Description,Company Name,HQ Post Code,Primary Industry Code,Primary Contact,Year Founded,Active Investors,HQ Location,Growth Rate,Size Multiple,Last Financing Date,Last Financing Size,Last Financing Deal Type 2 ,Majestic Referring Domains,Facebook Likes,Twitter Followers,Employees,Total Raised,VC_invested,Twitter_Username
909,94281-58,Developer of security software for Android devices. The company develops a static analysis platform for detecting suspicious behavior and malicious characteristics for Android operating systems.,Trustlook,95112,Network Management Software,Allan Zhang,2013.0,"Amino Capital, Beijing Daqi Fortune Investment Company, Danhua Capital, Hanhai Investment, Han-Sheong Lai, Linear Capital Partners, Linear Venture, Ping Wu, Sparkland Capital, Trustbridge Partners, Wei Guo, Yao Ma, Yu Yuan, ZhenFund","San Jose, CA",-0.3745997334611596,21.57956223936327,2015-12-16,17.0,Series A,381.0,52013.0,373.0,20.0,21.5,1,apkjet
917,113881-96,"Provider of cyber incident-sharing platform for businesses. The company offers a cloud based platform that helps to protect and incentivize enterprises to share cyber threat information through their privacy-preserving sharing, correlation and collaboration technology.",TruSTAR Technology,94103,Network Management Software,Paul Kurtz,2014.0,"Aspect Venture Partners, Resolute Ventures, Storm Ventures","San Francisco, CA",3.476776006899915,0.7033898305084746,2016-11-28,5.0,Series A,83.0,867.0,245.0,12.0,8.0,1,pinchasyaacov
925,60583-33,"Developer of operational performance management software platform designed to help enterprises optimize operational performance and gain competitive advantage in the global marketplace. The company's Trufa Performance Management Machine analyzes a company's entire SAP ERP data set and statistically identifies the business drivers that transform operational performance, enabling enterprises to find performance improvements worth billions in profits, price and working capital.",Trufa,94402,Business/Productivity Software,Ralph Treitz,2013.0,"Accel, Foundation Capital","San Mateo, CA",0.14313173000799553,0.9449216086283145,2017-02-27,0.37,,59.0,16.0,196.0,30.0,12.32,1,RalphTreitz
927,61731-64,Operator of a data storage platform that is compliant with the Health Insurance Portability and Accountability Act (HIPAA). The company provides an application user interface (API) designed to store patients' protected health information.,TrueVault,94063,Enterprise Systems (Healthcare),Jason Wang,2013.0,"Alexander Gerko, Amino Capital, Amir Banifatemi, Andreessen Horowitz, Bertrand Navarette, ChinaRock Capital Management, Christian Dahlen, Fenox Venture Capital, FundersClub, General Catalyst Partners, Hironori Maeda, Individual Investor, Justin Darcy, K5 Ventures, Khosla Ventures, Launchpad LA, Maverick Capital, Robert Wuttke, Robin Pimentel, Tech Coast Angels, Tigerlabs Health, Tsingyuan Ventures, William Tai, Y Combinator","Redwood City, CA",0.006548029365344488,15.111994316139493,2014-11-25,4.0,,328.0,725.0,14808.0,11.0,3.2,1,jwang815
930,55280-44,Provider of a global crowdsourced phone directory. The company allows users to share their phone book numbers to prepaid phones networks and create a global directory through a mobile application to search and find people.,Truecaller,111 43,Information Services (B2C),Alan Mamedi,2009.0,"Access Partners, Arjun Sethi, Arun Sarin, Atomico Uk Partners, Kleiner Perkins Caufield & Byers, Martin Varsavsky, Niklas Adalberth, OpenOcean, Pandelis Eliopoulos, Sebastian Siemiatkowski, Sequoia Capital India, Stefan Lennhammer, Zenith Venture Capital","Stockholm, Sweden",0.04264092998661469,870.7646555493276,2016-12-12,10.85,,3376.0,2401068.0,112543.0,140.0,80.1,1,AlanMamedi
931,155878-21,"Developer of a subscription management platform designed to give control over subscription services back to the subscriber. The company's subscription management platform acts as a personal financial assistant to find, track and cancel media, digital content and physical good subscriptions, notifies users of all charges they receive from paid subscriptions and recurring bills, and makes recommendations on subscriptions using its data on rates, subscription lengths and why people cancel, enabling users to stay on top of their finances by cancelling unwanted or fraudulent subscriptions.",Truebill,94105,Information Services (B2C),Yahya Mokhtarzada,2015.0,"Bobby Yazdani, Brad Flora, Commerce.Innovated, David Baggett, David Marcus, Eric Wu, Great Oaks Venture Capital, Hiten Shah, Masha Drokova, NKM Capital, Plug and Play Tech Center, Ricardo Calvillo, Sherpa Capital, Signature Capital, Social Capital, Transmedia Capital, Y Combinator","San Francisco, CA",0.6223308070969837,6.907538299432183,2016-10-12,4.0,,457.0,934.0,585.0,7.0,1.75,1,YahyaMokh
935,58218-40,"Provider of an anti-fraud payment service for seniors. The company's platform entails a prepaid debit card for seniors or other vulnerable spenders, accompanied with an online fraud-blocking service enabling family members to prevent purchases at specific types of stores and types of merchants. The service also alerts family immediately if suspicious charges do occur.",True Link Financial,94104,Application Software,Kai Stinchcombe,2012.0,"Aging2.0, Alexis Ohanian, Allison Bhusri, Bodley Group, Cambia Health Solutions, Collaborative Fund, David Beyer, Deciens Capital, Eric Ries, Garry Tan, Generator Ventures, Initialized Capital, John Wolthuis, Kapor Capital, Karlin Ventures, Kenny Van Zant, Link-age, Matt Cutts, Michael Liou, Paul Buchheit, Rakesh Agrawal, Russell Siegelman, Sumit Gupta, Symmetrical Ventures, Tianxiang Zhuo, Y Combinator","San Francisco, CA",0.9427786275229433,13.536892693303894,2016-11-21,3.6,,634.0,10193.0,2226.0,14.0,8.95,1,KaiStinchcombe
959,153093-34,Developer of novel therapeutics for the treatment of cancer. The company accelerates the development of cancer therapies from pre-IND to proof of concept (Phase II) in order to bring more effective treatments to cancer patients.,Triphase Accelerator,M5G 1L7,Drug Delivery,Grant Gibson,2010.0,"Celgene, Fight Against Cancer Innovation Trust, JLabs, MaRS Innovation","Toronto, Canada",0.0,1.1081081081081081,2014-10-24,4.0,Corporate,41.0,867.0,807.5,13.0,6.6,1,SkyChariots
960,91233-82,"Provider of online travel platform. The company offers an online platform and holiday packages curated by travel operators, where consumers can buy their holidays either by customizing it themselves or seek assistance by talking to experts who can plan for them.",Tripfactory,560043,Social/Platform Software,Amit Aggarwal,2013.0,Ranjan Pai,"Banglore, India",-0.050035993377331306,14.632303756014146,2015-07-30,10.0,Series A,123.0,32506.0,4063.0,40.0,10.0,1,iamitaggarwal
978,57570-94,Developer of non-narcotic analgesic drug products. The company develops non-opiate drug formulations and delivery systems for pain therapy. It delivers its drug products through nasal-cerebral pathway.,Trigemina,94556,Drug Discovery,Michael Leonard,2006.0,"Arrow Hedge Partners, Aurus Gestion de Inversiones, CORFO, U.S. Department of Health and Human Services","Moraga, CA",0.0,0.9459459459459459,2013-06-17,4.0,,35.0,867.0,807.5,12.0,7.61,1,MichaelCLeonard
989,153946-81,"Operator of winning programs for motorsports company. The company operates the Aston Martin Racing sports car program in North America and races in the IMSA WeatherTech SportsCar Championship, Continental Tire SportsCar Challenge and Pirelli World Challenge. It also offers sponsorship, business networking and experiential marketing programs.",TRG-Aston Martin Racing,94954,Media and Information Services (B2B),Kevin Buckler,2013.0,WestRiver Group,"Petaluma, CA",0.11549603285522306,15.389174299049024,,4.0,,83.0,7340.0,7663.0,51.0,6.6,1,KevinBucklerCEO
994,89231-68,"Provider of a data management software for startup founders. The company provides an online platform that integrates data from any cloud-based software, organizes critical business documents and provides actionable content about best practices.",TrepScore,90401,Database Software,Eric Rice,2014.0,"Business Rockstars, Hannalu Ventures, Individual Investor, Techstars","Santa Monica, CA",-0.059457936338437545,0.8904578149051251,2014-10-27,4.0,,9.0,354.0,930.0,7.0,6.6,1,EricRicePhD
998,42711-22,Provider of human antibodies for treating infectious disease. The company engages in the discovery of therapeutic monoclonal antibodies for the treatment of cancer.,Trellis Bioscience,94025,Biotechnology,Stefan Ryser,1998.0,"Easton Capital Investment Group, Forward Ventures, InvestBio Ventures, Morgenthaler, National Institute Of Allergy and Infectious Diseases Extramural Activites, New Science Ventures, Novartis Venture Fund, Pac-Link Management","Menlo Park, CA",0.0,1.4054054054054055,2012-08-16,3.3,,51.0,867.0,807.5,21.0,48.19,1,StefanRyser
999,104143-78,"Operator and provider of a professional network platform. The company provides a self-generating, constantly updated professional network by analyzing emails to graph relationship strength and expertise across a network.",Trellis,94062,Social Content,Andreas Zoellner,2014.0,"David Bonderman, Eric Chen, Investment Group of Santa Barbara, Kevin Hartz, NFX Guild, Steve Ciesinski, Three Fish Capital","Redwood City, CA",0.0,0.21621621621621623,2016-09-07,4.0,,8.0,536.0,185.0,4.0,6.6,1,AMZoellner
1008,106663-87,"Developer of an online platform designed to book a private meal or cooking class with the home cooks around the world. The company's online platform helps to Discover an authentic culinary experience, enabling travelers to connect with local, vetted hosts to share the joy of a homemade meal in their home and learn about their cultural and culinary traditions passed down through generations.",Traveling Spoon,94110,"Other Restaurants, Hotels and Leisure",Aashi Vel,2013.0,"Anjan Mitra, Dorm Room Fund, Emily Mitra, Erik Blachford, First Round Capital, George Butterfield, Kathy Salmanowitz, Padma Chandrasekaran, Samir Sood, The Chennai Angels, Tribe Investment Group, UC Berkeley Center for Entrepreneurship and Technology","San Francisco, CA",0.4161511173853445,9.837926206551852,2015-09-17,0.87,,237.0,19126.0,942.0,2.0,1.03,1,TravelingSpoon
1009,167364-55,Developer of travel and expense software for small to medium size businesses. The company provides a travel-expense platform for employees to manage expense reporting and potentially earn rewards for saving their employer money on enterprise expenses.,TravelBank,94107,Application Software,Duke Chung,2015.0,"Accel, New Enterprise Associates","San Francisco, CA",4.039471523985724,1.1053659038552186,2016-10-20,10.0,Series A,43.0,916.0,313.0,11.0,10.0,1,Duke_Chung
1017,58446-37,Provider of a navigation system for reducing X-ray radiation. The company offers 3D anatomical images for patients to reduce time and complications.,Translucent Medical,95060,Other Healthcare Technology Systems,Dan Wallace,2011.0,,"Santa Cruz, CA",0.022076193029139247,2.3053636869314835,,4.0,,83.0,867.0,807.5,18.0,6.6,1,WeLiveNThMatrix
1018,90366-58,"Provider of a cloud-based platform for continuous localization of web and mobile applications. The company specializes in developing tools for the translation of web, desktop and mobile applications. It also allows application developers to manage the internationalization and localization process which includes source coding, translation of workflows and global analysis.",Translation Exchange,94105,Social/Platform Software,Michael Berkovich,2014.0,"Amplify.LA, Canyon Creek Capital, HillsVen Capital, Kris Bjornerud","San Francisco, CA",3.822224892364734,0.5553323773294296,2016-03-01,4.0,,8.0,200.0,506.0,11.0,2.0,1,micberk
1020,95609-35,"Provider of a real-time transportation display designed to offer live transit information at a glance. The company's real-time transportation display provides location customized information of all transit types, enabling users to make transit decisions by following marks to the nearest bikeshare rack or metro stop.",TransitScreen,20005,Application Software,Matt Caywood,2013.0,"1776, Alex Bresler, BallstonBID LaunchPad, Bruce Haldors, Energy Excelerator, McCune Capital, Middle Bridge Partners","Washington, DC",0.1350182726360269,3.438100454386379,2017-02-24,0.7,,65.0,774.0,3278.0,18.0,2.17,1,MattCaywood
